id,Country Name,Category,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
144,Lithuania,Country,LTU,"Population ages 0-14, total",SP.POP.0014.TO,794296,806491,817034,823926,827965,830272,832877,836230,839967,842259,844924,848606,848544,843015,834297,824734,814917,806282,799400,792997,788177,785687,785081,787775,792705,798190,804663,812384,820822,827089,830189,831667,829609,821714,808214,791939,774438,755622,734913,712638,689082,662677,635344,609256,583410,555835,529807,507590,489624,476134,460770,446259,437571,431282,426190,422645,420120,417857,416983,418416,421192,425241,433912
145,Luxembourg,Country,LUX,"Population ages 0-14, total",SP.POP.0014.TO,66606,68093,69696,71071,72510,74000,75055,75542,75650,75620,75362,75179,74715,74223,74096,73725,72849,71720,70750,69610,68372,67356,66278,65062,63984,63134,62667,62758,63476,64769,66387,68108,69892,71795,73678,75423,76955,78418,79923,81479,82735,83590,84255,84864,85556,86229,86939,87576,88218,88845,89564,90042,90676,91952,93201,94362,95196,96539,97879,99356,100747,101858,103190
146,Latvia,Country,LVA,"Population ages 0-14, total",SP.POP.0014.TO,469257,478391,486062,491920,495625,497274,497474,498622,501902,504416,505630,507638,509638,510376,510637,510241,508735,507461,507019,507231,509108,512436,516921,523353,530525,536836,543486,551624,560001,564668,564708,562023,552809,538757,524691,509790,493835,476354,456884,436934,417294,396526,376404,359406,344296,330758,320122,312563,307423,302614,297322,293825,293313,294332,295388,296311,297552,298900,299174,298816,297425,294478,292438
147,"Macao SAR, China",Territory,MAC,"Population ages 0-14, total",SP.POP.0014.TO,73334,75308,79394,83272,87020,90546,93540,95674,96751,96636,95085,90564,84267,78770,74007,69924,66482,63615,61224,59317,58109,58361,60106,62541,65441,68686,72218,76127,80313,84739,89410,94002,97879,100824,103013,104566,105435,105324,104255,102447,99785,96499,93370,90252,86696,83196,80112,77270,74837,73183,72145,72009,73293,75205,77081,79169,81658,84732,88489,92702,96945,100338,103011
148,St. Martin (French part),Territory,MAF,"Population ages 0-14, total",SP.POP.0014.TO,1852,1920,1985,2046,2101,2149,2207,2281,2359,2435,2511,2587,2662,2735,2802,2869,2933,2989,3031,3054,3055,3031,3180,3570,4037,4552,5131,5787,6509,7264,7901,8341,8661,8893,9041,9097,9062,8938,8714,8549,8632,8848,9063,9288,9517,9736,9929,10072,10146,10133,10032,9909,9801,9652,9436,9211,8985,8687,8296,7908,7551,7169,6910
149,Morocco,Country,MAR,"Population ages 0-14, total",SP.POP.0014.TO,5354870,5562206,5768758,5968407,6142802,6308141,6477551,6649428,6818001,6981385,7142819,7300092,7454483,7608398,7758692,7908919,8059391,8212638,8373084,8538954,8713383,8894779,9077202,9257314,9426146,9577118,9703594,9802055,9876903,9930416,9968706,9999581,10023957,10032118,10019666,9988298,9941534,9888449,9835289,9782182,9728429,9674200,9618580,9562973,9511467,9462944,9417082,9381292,9361798,9365367,9393311,9441974,9501276,9566657,9637704,9707059,9766241,9820809,9872745,9911603,9939593,9956001,9957939
150,Monaco,Country,MCO,"Population ages 0-14, total",SP.POP.0014.TO,3145,2996,2969,3119,3268,3357,3368,3279,3279,3432,3544,3595,3612,3557,3444,3456,3580,3660,3701,3686,3614,3491,3430,3519,3654,3768,3853,3905,3925,3881,3840,3898,3998,4088,4170,4246,4311,4366,4403,4378,4334,4365,4432,4469,4473,4445,4374,4261,4185,4223,4305,4367,4409,4430,4435,4443,4471,4508,4553,4609,4657,4698,4753
151,Moldova,Country,MDA,"Population ages 0-14, total",SP.POP.0014.TO,716602,748280,773570,790093,798426,797712,792319,785925,778390,769807,760364,750759,741385,731827,722335,713275,705485,699970,697677,699286,704531,712316,722594,736070,752456,768742,783262,795769,804091,806469,803582,797759,789917,779926,766611,749276,731942,711995,691900,667886,646122,627804,608639,589880,572937,557088,543191,531983,523544,518821,515121,510822,507306,505314,509537,516080,521086,521947,520877,518882,517785,514126,490300
152,Madagascar,Country,MDG,"Population ages 0-14, total",SP.POP.0014.TO,2276211,2364327,2453276,2541358,2618372,2686500,2757531,2832696,2912552,2997796,3089143,3188371,3294211,3403311,3514791,3628508,3744351,3862380,3982487,4103643,4224148,4341709,4456625,4569671,4680947,4791731,4900464,5011374,5130236,5257620,5395982,5545315,5704117,5873783,6055629,6250373,6457105,6671646,6889663,7108069,7322853,7535612,7745873,7952468,8158787,8364553,8571266,8779445,8986425,9191505,9390897,9578630,9755282,9927156,10097639,10270644,10452752,10642733,10834334,11024186,11210943,11392182,11569400
153,Maldives,Country,MDV,"Population ages 0-14, total",SP.POP.0014.TO,35143,36330,37710,39302,41157,43904,47315,50185,52309,54186,56096,57994,59797,61441,63131,65156,67354,69380,71417,73574,75707,77796,79755,81498,83382,86329,90268,94335,98134,101662,105298,108981,112308,115150,117346,118622,118936,118510,117373,115484,113166,110754,108271,105687,102967,100161,97705,95769,94214,93206,92844,93129,94049,95465,97443,99934,102616,105350,108005,110348,112093,113251,113553
154,Middle East & North Africa,Region,MEA,"Population ages 0-14, total",SP.POP.0014.TO,45104997,46570928,48043070,49544320,51036906,52531996,54094303,55729300,57351673,58999631,60691976,62407214,64148539,65950179,67784890,69835840,72256360,74641426,76724052,78930335,81405785,84000247,86675979,89439787,92276786,95091892,97906853,100676032,103293671,105779260,108763316,110723746,112743491,114395386,115618401,116416025,116875002,117026028,116987463,116882412,116737848,116581671,116412574,116296013,116341789,116567138,116839685,117222936,118104985,119474372,121166528,123233142,125682725,128590089,131795275,134924045,137528265,139712468,141789239,143604338,145052865,146173737,147011788
155,Mexico,Country,MEX,"Population ages 0-14, total",SP.POP.0014.TO,16886114,17507940,18148131,18796141,19462767,20163333,20884927,21615292,22355360,23103970,23857919,24559757,25211103,25868569,26527234,27185012,27832744,28478687,29115302,29701532,30185988,30543515,30834150,31100753,31329028,31516655,31650812,31727901,31785373,31832908,31911138,32025305,32164886,32350782,32561810,32776772,32967913,33126296,33270717,33399551,33510902,33614981,33706904,33785228,33837505,33846944,33819981,33776732,33725939,33667834,33631051,33631651,33608196,33518593,33372537,33173714,32965536,32753952,32485134,32194365,31923942,31616904,31247557
156,Marshall Islands,Country,MHL,"Population ages 0-14, total",SP.POP.0014.TO,7394,7679,7974,8280,8590,8916,9259,9673,10245,10925,11524,11927,12227,12517,12900,13412,13968,14566,15198,15843,16485,17134,17813,18521,19269,20061,20892,21746,22558,23136,23491,23788,24047,24261,24414,24518,24596,24663,24735,24683,24370,23899,23390,22878,22378,21918,21547,21293,21141,21089,21151,20975,20458,19860,19185,18464,17758,17084,16393,15637,14812,13954,13493
157,Middle income,Economic Category,MIC,"Population ages 0-14, total",SP.POP.0014.TO,845843001,858819232,878860527,907655994,935204858,959563179,983633937,1005195173,1026778827,1049598336,1071622649,1093637779,1113866993,1133918180,1155554394,1176606848,1196742872,1211838801,1219285690,1226492411,1236762612,1248989185,1264463555,1278812310,1290954460,1303899461,1318325077,1335021570,1351999159,1369076401,1388723565,1406430702,1421631939,1435586612,1447236614,1455902041,1461614477,1464072228,1465065350,1465299206,1464344262,1461694592,1456610574,1451201604,1446204693,1440563048,1436915337,1436883395,1439531040,1444051032,1449584919,1456517800,1465484748,1475474652,1485302853,1493791608,1501162909,1508443702,1513784904,1516415475,1516257108,1513651439,1508335700
158,North Macedonia,Country,MKD,"Population ages 0-14, total",SP.POP.0014.TO,541068,546050,552047,556549,558446,560057,561175,560926,558845,555555,551623,547794,543652,538883,534072,529595,525542,522889,522523,524007,526781,531034,534262,535405,536144,536402,536173,535436,533861,531106,526476,515739,506454,502640,498735,494736,488803,478349,468399,460131,455471,453357,444400,437458,429610,420521,410989,402144,394006,386192,379266,372680,366696,361835,357874,354352,350491,345957,340977,336933,334108,331773,329447
159,Mali,Country,MLI,"Population ages 0-14, total",SP.POP.0014.TO,2165778,2199613,2232197,2264268,2298479,2334256,2371033,2410128,2451970,2496171,2543021,2593048,2646882,2705351,2767613,2833352,2903004,2977376,3056803,3141356,3230550,3322657,3416334,3510855,3606657,3703020,3799178,3894670,3990142,4086269,4181364,4277820,4376559,4475086,4573707,4670024,4764443,4864134,4974159,5097465,5233752,5381751,5543708,5720066,5912503,6122831,6344461,6574042,6814004,7064346,7327584,7602452,7878998,8157026,8436956,8715877,8995906,9276176,9555273,9830580,10104338,10381555,10661692
160,Malta,Country,MLT,"Population ages 0-14, total",SP.POP.0014.TO,118586,115578,112131,108474,104649,100479,96182,92190,88410,84846,82109,80104,78049,76118,74508,73680,73109,72808,73187,73802,74689,75419,77412,79053,79394,80837,81907,82013,82202,82395,82312,83503,83387,83138,82528,81550,80746,79997,78914,77729,76512,75144,73478,71625,69730,67894,66112,64434,63161,62311,61414,60460,59869,59688,60033,60802,61772,63195,64986,67015,68018,68107,69836
161,Myanmar,Country,MMR,"Population ages 0-14, total",SP.POP.0014.TO,8682966,8952011,9224954,9501215,9755822,9991569,10229413,10466698,10703192,10936067,11165354,11392339,11616284,11834261,12044882,12251390,12455648,12657250,12854525,13046920,13231778,13407343,13578692,13757050,13940126,14106452,14243201,14350261,14430469,14499605,14565943,14620555,14661888,14691470,14706251,14705013,14693236,14666801,14618235,14552041,14485250,14438192,14418998,14412763,14392430,14350566,14295371,14235871,14140787,14042461,13977493,13913681,13851340,13793429,13740910,13693291,13644887,13584092,13518635,13464501,13421839,13385964,13350169
162,Middle East & North Africa (excluding high income),Region,MNA,"Population ages 0-14, total",SP.POP.0014.TO,41904186,43254920,44595491,45964322,47315257,48669202,50090161,51557402,53017661,54482254,55969213,57468751,58992090,60547642,62131445,63897556,66000549,68068154,69833732,71716422,73869644,76152605,78521130,80974341,83505696,86008895,88505486,90949129,93248268,95423115,98331695,100108137,101764289,103232151,104358153,105053363,105375171,105379768,105202556,104947929,104646316,104333484,104005549,103733683,103632875,103712108,103814942,103982432,104619891,105743999,107212796,109046238,111263069,113936056,116918903,119822443,122205670,124176345,126014131,127570578,128817772,129805750,130529703
163,Montenegro,Country,MNE,"Population ages 0-14, total",SP.POP.0014.TO,174279,178913,182961,185917,187240,186663,184101,179982,175119,170575,167036,164801,163744,163450,163255,162711,161702,160417,159121,158180,157825,157922,158287,158890,159383,159465,159042,158169,157006,155864,154950,154174,152889,151097,149245,147190,144828,142155,139231,136309,133568,131722,130023,128543,127126,125829,124438,123001,121756,120803,119769,118426,117215,116341,115763,115253,114660,114095,113590,113323,113117,112582,111686
164,Mongolia,Country,MNG,"Population ages 0-14, total",SP.POP.0014.TO,372264,393416,414654,436433,459437,483489,507794,531343,552720,571056,587998,605387,623092,640956,658797,675954,691914,706298,719125,730214,740965,753062,766214,780380,795727,812580,831052,850309,869163,883924,893942,901939,907636,910498,910411,907854,903561,897529,889064,878311,862856,843559,824061,804083,784000,765180,750270,742098,741543,748304,759142,771551,787790,809528,836560,868271,903917,942783,984222,1026234,1060842,1085725,1103284
165,Northern Mariana Islands,Territory,MNP,"Population ages 0-14, total",SP.POP.0014.TO,4414,4552,4709,4880,5053,5220,5373,5395,5200,4942,4990,5441,6052,6620,6883,6895,6877,6849,6823,6799,6986,7451,8007,8631,9367,10236,11238,12327,13443,14589,15320,15392,15199,14912,14583,14719,16440,19444,22667,25951,27869,27819,26999,25834,24338,22570,20671,18835,17244,16024,14750,13815,13486,13154,12815,12487,12172,11869,11566,11250,10981,10737,10511
166,Mozambique,Country,MOZ,"Population ages 0-14, total",SP.POP.0014.TO,2852530,2923176,3003787,3084758,3165721,3252751,3343643,3434688,3526541,3619301,3714930,3815898,3928542,4053416,4184761,4322882,4468744,4632933,4819157,5014099,5159269,5266612,5381912,5491613,5601768,5706652,5798027,5811513,5790315,5825351,5898094,5989433,6083030,6240939,6542471,6834391,7042920,7249859,7453077,7664017,7882650,8108487,8341174,8582895,8830852,9081557,9336574,9598270,9874628,10170860,10483920,10806316,11128887,11450576,11764027,12070045,12382816,12702008,13022087,13345103,13675858,14012754,14348696
167,Mauritania,Country,MRT,"Population ages 0-14, total",SP.POP.0014.TO,362022,372126,382984,394844,408391,423280,438821,455065,471872,489116,506684,524426,542325,560391,578634,597077,615691,634525,653622,672842,692275,712220,732572,753255,774345,795807,817597,839765,862499,885247,908653,933457,961180,991718,1022763,1052761,1079953,1106165,1132666,1159351,1186540,1213334,1239416,1265042,1290612,1316831,1344008,1371724,1400962,1436162,1480579,1534607,1596980,1649070,1687684,1726337,1764513,1801769,1838013,1872907,1906333,1938735,1970500
168,Mauritius,Country,MUS,"Population ages 0-14, total",SP.POP.0014.TO,308582,309815,319018,327052,333213,337869,341224,343537,345005,345587,345178,343748,341486,339011,336746,334756,332935,331114,328224,327001,326110,325184,323920,322174,321614,321007,320485,319781,318436,317192,315899,315234,314765,313506,312332,309069,306504,305263,303783,303881,304000,303781,303576,303214,301958,299691,295987,291362,285855,279949,274239,268616,263562,258724,253060,246502,240009,233846,227706,221549,215599,210689,205892
169,Malawi,Country,MWI,"Population ages 0-14, total",SP.POP.0014.TO,1552547,1583585,1617523,1657886,1702680,1752244,1807608,1864483,1922697,1982006,2042126,2103240,2166157,2231430,2299327,2370592,2446136,2527135,2619102,2724384,2840214,2964468,3094897,3229251,3365263,3502599,3638942,3807916,4014119,4219193,4396288,4537358,4672351,4739308,4680073,4655892,4719623,4788774,4876360,4980322,5092819,5218627,5359548,5511509,5673576,5848556,6032624,6222489,6425914,6639597,6849578,7054315,7252372,7441594,7621388,7790837,7948036,8093358,8229029,8355525,8473148,8583538,8691168
170,Malaysia,Country,MYS,"Population ages 0-14, total",SP.POP.0014.TO,3589856,3732508,3870053,4000801,4124096,4231594,4322062,4401669,4472994,4538903,4600255,4656336,4707526,4759670,4814015,4867697,4921228,4976932,5036695,5102500,5178431,5266805,5368538,5481601,5602807,5729714,5860792,5993822,6123740,6248017,6372869,6504852,6644389,6789408,6937235,7083370,7223317,7354360,7471471,7572870,7693547,7828407,7939438,8023491,8081894,8117736,8132989,8131555,8107861,8057571,7990780,7934073,7896650,7866957,7842526,7822097,7802353,7783104,7766141,7748190,7727992,7709094,7694765
171,North America,Region,NAC,"Population ages 0-14, total",SP.POP.0014.TO,61730023,62989085,63682987,64292003,65119078,65986309,66063099,65651455,65337095,64860403,64439076,64075488,63302210,62312949,61299423,60307155,59264669,58358399,57604972,57032949,56657708,56558364,56626494,56698024,56728662,56743942,56837919,57194381,57811918,58597009,59556613,60670550,61782691,62751115,63492982,64043586,64509466,65017652,65523934,65997815,66351770,66525106,66646447,66707195,66713888,66623555,66599317,66687417,66865746,67011561,67094548,67166581,67330072,67467135,67607492,67700248,67815060,67875659,67780610,67535357,67407909,66596448,65930064
172,Namibia,Country,NAM,"Population ages 0-14, total",SP.POP.0014.TO,251075,256820,263059,269961,277305,284925,293023,301727,311049,321017,331641,342939,354953,367641,380972,394849,408815,422600,435161,446828,458080,467926,477397,487233,497198,507496,518335,529826,542356,559864,579848,598068,616969,636995,657353,676495,693857,710679,727560,743921,758795,770554,778063,781445,781924,779510,775306,772070,771005,772656,777364,785194,795281,806184,817399,829400,842686,857031,871779,886332,901144,916066,930304
173,New Caledonia,Territory,NCL,"Population ages 0-14, total",SP.POP.0014.TO,30292,31344,32365,33398,34455,35502,36790,38072,39326,41118,44401,47828,50249,51618,52680,53218,53592,54056,54273,54204,54264,54653,55125,55479,55700,55698,55654,55725,55787,55830,56121,56669,57314,58110,59051,59805,60395,61245,62230,63143,64026,64773,65300,65549,65590,65529,65258,64926,64715,64449,64360,64558,64842,65171,65453,64962,64284,63619,62964,62313,61623,60790,59804
174,Niger,Country,NER,"Population ages 0-14, total",SP.POP.0014.TO,1708125,1756705,1808909,1867673,1933693,1995229,2049765,2104976,2160062,2214727,2269279,2323282,2377442,2432735,2489355,2548172,2609905,2675443,2746931,2825715,2911314,3002606,3097493,3194632,3294847,3397724,3501291,3606677,3714291,3823754,3937722,4056414,4179484,4308186,4443426,4588897,4746328,4914863,5095505,5286552,5487942,5701759,5927488,6166213,6419037,6684151,6959956,7246966,7545299,7854251,8172599,8498428,8831884,9174467,9527128,9891587,10270749,10663720,11068329,11484064,11910940,12349753,12801444
175,Nigeria,Country,NGA,"Population ages 0-14, total",SP.POP.0014.TO,18423147,18790399,19190121,19643018,20161575,20693606,21214321,21739910,22277094,22836314,23417594,24035207,24698767,25411640,26189746,27040101,27948008,28910565,29932469,30999590,32098136,33218705,34353685,35391883,36422501,37531633,38595795,39619824,40623226,41621467,42610842,43581710,44547367,45522021,46520396,47549540,48604116,49681629,50782791,51968227,53292776,54745102,56311036,57969016,59685036,61463145,63315548,65227883,67198103,69214011,71260647,73344420,75451750,77547121,79586801,81535385,83420451,85270279,87078846,88859960,90626347,92372972,94070211
176,Nicaragua,Country,NIC,"Population ages 0-14, total",SP.POP.0014.TO,857232,888159,919502,950238,980074,1008815,1037527,1067773,1099750,1133303,1168477,1205309,1241017,1277887,1318250,1359524,1401587,1444221,1486682,1528805,1571473,1614401,1656854,1698287,1738216,1776405,1812583,1846851,1879410,1910242,1939230,1966392,1991540,2014415,2034521,2051402,2063259,2069904,2072616,2073084,2072323,2069432,2064555,2057717,2049455,2042688,2037398,2031522,2025686,2020624,2016728,2014152,2013586,2015114,2018159,2022491,2027898,2033984,2040425,2047003,2053936,2060498,2065345
177,Netherlands,Country,NLD,"Population ages 0-14, total",SP.POP.0014.TO,3442360,3451726,3437129,3436316,3450143,3472279,3493142,3505732,3515272,3534918,3558661,3573100,3570893,3548348,3509619,3466801,3414213,3349418,3283270,3216592,3155685,3097473,3031878,2961743,2888229,2818985,2766391,2731911,2715154,2713308,2727878,2754736,2783112,2809702,2832668,2848046,2859202,2876327,2902519,2931170,2959105,2982895,2996997,3003598,3001600,2986837,2963332,2940526,2925170,2916098,2909329,2901855,2887465,2863889,2837999,2811351,2786927,2767111,2747066,2731641,2720919,2718089,2730364
178,Norway,Country,NOR,"Population ages 0-14, total",SP.POP.0014.TO,928433,924131,918792,916412,917666,921511,927009,932974,938422,944552,949058,951772,955055,956848,956113,953546,948262,940256,930598,919051,905794,891819,877684,862369,845581,830817,818336,807911,802456,801112,803352,809857,819359,830175,840148,849287,858766,868302,877683,888583,898598,904386,908336,910454,909947,908088,906397,906681,909827,914998,919741,922668,925504,929035,931602,932960,935558,938340,936962,932555,925870,917593,911740
179,Nepal,Country,NPL,"Population ages 0-14, total",SP.POP.0014.TO,4157676,4238660,4320073,4398485,4481357,4571128,4662932,4758513,4859398,4964848,5074772,5189568,5307757,5427452,5552019,5682701,5816797,5954566,6096910,6244006,6393991,6547137,6705586,6869987,7041000,7216762,7394813,7577186,7766605,7960994,8160251,8364200,8574605,8790318,9004208,9212520,9406916,9579922,9733172,9867696,9983831,10080350,10153346,10205862,10237993,10241674,10212255,10153334,10064032,9949375,9821171,9688354,9561350,9440342,9325052,9216522,9119303,9035713,8956301,8883015,8838598,8827834,8823440
180,Nauru,Country,NRU,"Population ages 0-14, total",SP.POP.0014.TO,1599,1675,1768,1895,2056,2244,2373,2421,2486,2559,2597,2613,2617,2614,2602,2587,2568,2558,2532,2480,2425,2389,2340,2377,2529,2691,2882,3098,3337,3593,3852,4106,4275,4319,4309,4280,4240,4193,4151,4110,4074,4052,4041,4008,3946,3877,3808,3750,3713,3703,3735,3813,3929,4059,4185,4306,4427,4545,4654,4734,4799,4859,4912
181,New Zealand,Country,NZL,"Population ages 0-14, total",SP.POP.0014.TO,777450,797161,818101,833097,848733,860003,871790,883772,888169,891452,896768,902684,910361,917314,922966,926639,919666,904475,885162,862996,846683,833777,825569,819688,810317,800228,786012,779476,771059,768599,774550,810193,815011,824472,835558,847416,859887,869996,876028,877817,878588,877178,883619,890803,892940,890699,890536,892132,895830,901495,908006,910456,909374,907976,913508,923270,936462,950019,959157,961333,970608,965576,958426
182,OECD members,Union,OED,"Population ages 0-14, total",SP.POP.0014.TO,242198920,246141752,248767982,250885063,253344643,256091717,258149459,259844639,261679671,263181887,264352844,265714851,266473761,266814445,266852057,266495837,265683710,264790998,263781031,262673454,261655866,260940011,260252599,259224132,258011328,256781575,255476705,254345968,253587693,253119673,253033732,253352590,253723684,254099750,254103097,253757719,253310372,252951970,252597467,252274286,251819808,251294978,250686281,249930985,249032821,248009697,247106461,246417340,246146695,245909862,245630040,245119153,244767984,244417127,244076611,243695838,243461971,243301329,242959295,242196053,241262094,239221432,237132963
183,Oman,Country,OMN,"Population ages 0-14, total",SP.POP.0014.TO,221954,226631,232115,239085,247472,256112,264803,273899,283432,293441,303942,315001,326744,339271,353113,368679,386046,405435,426968,450757,476922,505543,536575,569711,604438,641279,677644,710420,740011,766874,791350,813499,833092,849267,862154,871636,877145,879180,878447,875792,871638,866107,859494,851776,840170,824231,807356,791873,779636,772242,775653,791624,813909,845331,888079,933388,974482,1014926,1058713,1108789,1165085,1210110,1236831
184,Other small states,Region,OSS,"Population ages 0-14, total",SP.POP.0014.TO,3473351,3549691,3634665,3718096,3795567,3869317,3942515,4013227,4083922,4154110,4226106,4302988,4382827,4465619,4557867,4666006,4787502,4920914,5060261,5190316,5316724,5450583,5589028,5730362,5872906,6020665,6171302,6326454,6485837,6651702,6820635,6977919,7087548,7187876,7299522,7391174,7474019,7547984,7613669,7675538,7737572,7800418,7859287,7910444,7959226,8009802,8066114,8138110,8228390,8324914,8432233,8554350,8685094,8827984,8978091,9121336,9261589,9396507,9518259,9639354,9741166,9819223,9898934
185,Pakistan,Country,PAK,"Population ages 0-14, total",SP.POP.0014.TO,18674074,19222187,19809923,20453475,21158916,21917874,22707208,23503212,24299494,25090379,25881778,26652160,27427027,28237651,29058740,29895322,30753628,31643651,32577957,33581375,34706051,35968859,37332090,38758085,40221422,41753407,43378903,45079316,46839145,48642657,50478052,52326134,54094171,55799218,57494277,59143346,60721843,62190243,63573713,64912192,66255250,67571624,68753596,69806769,70780531,71658119,72472638,73325269,74260716,75256560,76306736,77377790,78410416,79385165,80268200,81067651,81796248,82479664,83180463,83908472,84681629,85480175,86230641
186,Panama,Country,PAN,"Population ages 0-14, total",SP.POP.0014.TO,495881,512265,529398,547298,565516,583695,601928,620009,637723,655045,671897,688316,704260,719381,733501,746549,758386,768985,778465,787234,795770,804280,812912,821893,831054,840049,848866,857557,866351,875453,884881,894127,903117,912281,921456,930454,939156,947486,955344,962933,970573,978230,985888,993615,1001764,1010217,1018967,1028278,1038005,1047937,1057787,1068004,1078844,1089556,1099814,1109789,1119255,1128078,1135931,1141743,1145692,1149092,1152046
187,Peru,Country,PER,"Population ages 0-14, total",SP.POP.0014.TO,4472097,4622863,4771116,4916530,5063564,5213480,5365485,5519097,5674071,5831698,5978845,6122121,6272115,6421331,6570520,6716201,6857900,6999800,7143115,7284660,7429120,7574733,7715704,7853798,7989288,8121094,8247381,8367393,8483870,8596720,8704728,8805347,8897005,8980360,9049941,9104803,9150509,9187783,9213927,9225184,9219075,9190497,9141576,9081593,9020680,8964037,8910366,8860569,8805612,8751764,8715842,8698513,8693861,8695126,8703935,8723759,8763516,8805142,8843145,8875577,8884000,8877308,8855204
188,Philippines,Country,PHL,"Population ages 0-14, total",SP.POP.0014.TO,13757988,14197156,14613834,15015985,15403565,15778250,16138976,16489724,16839585,17186793,17533269,17868241,18180352,18469216,18710378,18920395,19170740,19502157,19896270,20313200,20752902,21214318,21672311,22122748,22558098,22970033,23357333,23733181,24123484,24528539,24964840,25416476,25860035,26294140,26708426,27120571,27570781,28048625,28512644,28949577,29385302,29850946,30299836,30723857,31127750,31488909,31810576,32072307,32272701,32446853,32644842,32878643,33112270,33322079,33479223,33625497,33830130,34072333,34305748,34519754,34713208,34889268,35056160
189,Palau,Country,PLW,"Population ages 0-14, total",SP.POP.0014.TO,4461,4651,4837,5007,5164,5307,5432,5450,5357,5260,5270,5409,5579,5697,5662,5531,5407,5285,5162,5032,4901,4807,4767,4760,4784,4834,4829,4756,4698,4664,4643,4632,4642,4683,4757,4854,4958,5052,5131,5193,5200,5148,5076,4995,4902,4758,4564,4379,4218,4079,3958,3850,3767,3717,3683,3666,3669,3670,3685,3720,3754,3778,3795
190,Papua New Guinea,Country,PNG,"Population ages 0-14, total",SP.POP.0014.TO,858450,885279,911644,938427,965355,993259,1022919,1053972,1086063,1119673,1154277,1189064,1220579,1247388,1271361,1292529,1311089,1327313,1341503,1354114,1365891,1383216,1406890,1432269,1459456,1488223,1518352,1549169,1580531,1613605,1650755,1695326,1746690,1801221,1857442,1914848,1973767,2034559,2096107,2158603,2222298,2285885,2349489,2413730,2478184,2542809,2608209,2673997,2739773,2805572,2871906,2936975,2999113,3059123,3116848,3172038,3224436,3273635,3319922,3363966,3404273,3440788,3473495
191,Poland,Country,POL,"Population ages 0-14, total",SP.POP.0014.TO,9912188,10011565,10003429,9962733,9908481,9785744,9599057,9417249,9228431,9026027,8767066,8527900,8373292,8252116,8184617,8175628,8226442,8309553,8383214,8482082,8627792,8783277,8952575,9141938,9326261,9480889,9589538,9641003,9627757,9575610,9501666,9405175,9290462,9151130,8986008,8786817,8566883,8327712,8051834,7761410,7394828,7128495,6891281,6667579,6461606,6275690,6108680,5976694,5892884,5844464,5793482,5764799,5736517,5713238,5696884,5688308,5693104,5727858,5773407,5805897,5816751,5801467,5578684
192,Pre-demographic dividend,Economic Category,PRE,"Population ages 0-14, total",SP.POP.0014.TO,80302204,82377349,84618887,87050409,89675835,92400841,95162329,97990626,100899774,103907321,107045517,110326660,113744662,117323053,121076299,124998018,129001261,133102241,137492871,142095887,146461338,150325616,154409738,158968870,163764414,168654082,173452678,178190910,182687293,187360002,191993910,196446153,201716343,207861717,214232418,220368847,226131897,232002002,238123443,244502498,251053723,257852539,265465802,273413205,281196593,289208021,297331720,305490971,314205577,323370417,332674473,342187835,352044729,362099957,371978848,381656889,391282039,400819008,410199607,419477498,428748790,437920434,446931945
193,Puerto Rico,Territory,PRI,"Population ages 0-14, total",SP.POP.0014.TO,998709,999408,1002624,1009118,1016127,1021186,1023649,1021967,1017688,1013756,1009940,1006720,1007973,1013070,1019370,1024666,1029120,1031392,1030400,1027992,1024219,1019143,1015066,1011897,1008695,1004177,997288,989372,981864,974394,967533,960114,951990,946159,941345,936796,935604,933541,928696,923359,915198,905165,893141,878947,862324,842426,819346,795103,771450,749524,727724,700211,672423,644211,611850,578442,544601,509345,470196,455977,457453,445363,432901
194,"Korea, Dem. People's Rep.",Country,PRK,"Population ages 0-14, total",SP.POP.0014.TO,4412286,4459327,4512419,4609729,4738967,4872188,5073948,5362303,5637475,5864160,6059771,6236266,6376943,6445561,6479621,6508001,6515745,6499149,6449180,6387008,6324525,6249450,6141867,6019177,5905824,5796627,5700467,5605731,5539902,5527340,5544497,5595629,5675438,5766064,5855779,5920526,5956997,5980218,5992481,5993858,5979578,5950103,5906464,5862266,5823583,5772791,5703802,5622783,5538069,5454193,5361842,5263763,5178016,5107641,5050933,5008090,4973539,4946886,4930739,4921482,4918275,4921232,4926584
195,Portugal,Country,PRT,"Population ages 0-14, total",SP.POP.0014.TO,2591367,2597225,2612792,2620545,2622351,2617688,2604459,2590799,2575759,2543839,2490199,2448901,2428001,2404832,2415670,2488774,2543350,2552497,2551364,2539799,2522267,2497317,2468643,2438879,2406599,2366461,2314508,2254774,2190037,2120176,2042115,1961370,1894926,1849501,1812611,1777195,1746641,1722551,1704103,1692910,1683333,1677723,1679307,1679462,1675465,1669178,1659551,1646861,1633857,1620919,1604235,1582923,1560454,1534945,1504971,1474475,1450589,1432145,1414900,1401777,1389659,1382610,1372262
