id,Country Name,Category,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
100,Croatia,Country,HRV,"Population ages 15-64, total",SP.POP.1564.TO,2716910,2732641,2754388,2780441,2807160,2833474,2859324,2884891,2912238,2939959,2963684,2982983,2997812,3009281,3020179,3031897,3044986,3057349,3068561,3078027,3090637,3117083,3153597,3186800,3209067,3221843,3232126,3243254,3253455,3261701,3267916,3202606,3119741,3137946,3177520,3149375,3092978,3067319,3056471,3035919,3000132,2881412,2878818,2877977,2877134,2878105,2876743,2874124,2872102,2870349,2869698,2863337,2851839,2838041,2816771,2781825,2750258,2702875,2661812,2628491,2600083,2478353,2450642
101,Haiti,Country,HTI,"Population ages 15-64, total",SP.POP.1564.TO,2208145,2246055,2282176,2314411,2347062,2383965,2422467,2462462,2504256,2547782,2593271,2640705,2689384,2739324,2790724,2843165,2896544,2950833,3006056,3062271,3118807,3175622,3233092,3291182,3350197,3410386,3471893,3534767,3599191,3666165,3736795,3811546,3890879,3974634,4062404,4154324,4250761,4351629,4456006,4563884,4675906,4791421,4910149,5032587,5157689,5286235,5416273,5545149,5673573,5801444,5905094,6007759,6134541,6262946,6390709,6517081,6641266,6761882,6880319,6997837,7114696,7229380,7342677
102,Hungary,Country,HUN,"Population ages 15-64, total",SP.POP.1564.TO,6554481,6579306,6609546,6648032,6689207,6729896,6770435,6808006,6852833,6920506,6990499,7038876,7063045,7068817,7063150,7049622,7031747,7004539,6972988,6939765,6924753,6943509,6978904,7021285,7041032,7029746,7009043,6988717,6974844,6919448,6888219,6922748,6950474,6969298,6979847,6982677,6982417,6980861,6972827,6963797,6961575,6966362,6963235,6954489,6950722,6945793,6941896,6932247,6915646,6895853,6874888,6849382,6794920,6747076,6691117,6636130,6577390,6524984,6482401,6433226,6371286,6314017,6320807
103,IBRD only,Economic Category,IBD,"Population ages 15-64, total",SP.POP.1564.TO,1073873634,1084946512,1101389868,1120810916,1141692203,1166089527,1193177391,1222423643,1252970229,1284309564,1317520969,1351332037,1385718782,1420169721,1451851850,1482144002,1512573670,1547374782,1590074162,1634017744,1676521307,1719756708,1762846749,1807482660,1853885260,1900234132,1946604571,1992065040,2037070923,2080520414,2121703422,2162406753,2202284810,2241190080,2281689253,2324324810,2369032030,2416502244,2464244282,2511196797,2558075691,2605705480,2654269057,2702410095,2750398665,2798766782,2843969203,2884923582,2925021035,2963958960,3001318473,3037586835,3072492804,3106255757,3137862682,3167105230,3194548621,3219474329,3242316304,3264521448,3285672688,3306054161,3320763937
104,IDA & IBRD total,Economic Category,IBT,"Population ages 15-64, total",SP.POP.1564.TO,1288013040,1303795906,1325065249,1349367103,1375217206,1404861880,1437470406,1472487117,1509093601,1546681423,1586166379,1625837429,1666293035,1707648434,1746691445,1784603800,1822775755,1865615460,1916929887,1969964426,2021754441,2074476591,2127536452,2182333271,2238843705,2295704401,2352989683,2409711336,2466267105,2521593111,2574856653,2627946406,2680702300,2733212338,2788083602,2845551996,2905294776,2968020694,3031692067,3095127286,3159090935,3224308040,3290624102,3356592280,3422643981,3489437848,3553557815,3613656138,3672753629,3731249913,3789308029,3846686954,3902041749,3955483934,4007100759,4057113425,4106559222,4154840939,4202054134,4249538125,4297161755,4344828289,4387116394
105,IDA total,Economic Category,IDA,"Population ages 15-64, total",SP.POP.1564.TO,214139406,218849394,223675381,228556187,233525003,238772353,244293015,250063474,256123372,262371859,268645410,274505392,280574253,287478713,294839595,302459798,310202085,318240678,326855725,335946682,345233134,354719883,364689703,374850611,384958445,395470269,406385112,417646296,429196182,441072697,453153231,465539653,478417490,492022258,506394349,521227186,536262746,551518450,567447785,583930489,601015244,618602560,636355045,654182185,672245316,690671066,709588612,728732556,747732594,767290953,787989556,809100119,829548945,849228177,869238077,890008195,912010601,935366610,959737830,985016677,1011489067,1038774128,1066352457
106,IDA blend,Economic Category,IDB,"Population ages 15-64, total",SP.POP.1564.TO,66022503,67410598,68796475,70200534,71609303,73091241,74673963,76335344,78096377,79968243,81943175,83935872,86007515,88265572,90683805,93284945,96046286,98964257,101989191,105251058,109289021,113698442,117707222,121197839,124434667,128019886,131921926,135941836,140077590,144291000,148602996,153010432,156955752,161013630,165646242,170597341,175970028,181521847,187272490,193154806,199588289,206243100,212250080,217989085,224022156,230139958,236383070,242843700,249432859,256273835,263530455,270661099,277165049,283374547,289623237,295851679,302085472,308817330,316074049,323583247,331601188,340066889,348971275
107,Indonesia,Country,IDN,"Population ages 15-64, total",SP.POP.1564.TO,51090563,52191574,53288198,54374968,55478883,56413917,57294217,58388399,59666537,61104815,62645641,64276786,65998903,67808212,69703945,71689556,73760576,75911785,78141743,80452186,82848012,85329136,87885703,90498256,93158280,95862318,98595030,101343772,104111042,106884666,109665100,112454577,115250272,118073065,120920910,123781835,126640453,129500687,132347103,135137903,137812628,140342251,142797679,145232431,147591553,149892735,152230961,154568569,156871861,159186119,161537956,163928210,166359505,168784459,171140668,173432827,175658667,177789493,179835745,181816710,183698630,185451041,187165550
108,IDA only,Economic Category,IDX,"Population ages 15-64, total",SP.POP.1564.TO,148116903,151438796,154878906,158355653,161915700,165681112,169619052,173728130,178026995,182403616,186702235,190569520,194566738,199213141,204155790,209174853,214155799,219276421,224866534,230695624,235944113,241021441,246982481,253652772,260523778,267450383,274463186,281704460,289118592,296781697,304550235,312529221,321461738,331008628,340748107,350629845,360292718,369996603,380175295,390775683,401426955,412359460,424104965,436193100,448223160,460531108,473205542,485888856,498299735,511017118,524459101,538439020,552383896,565853630,579614840,594156516,609925129,626549280,643663781,661433430,679887879,698707239,717381182
109,Isle of Man,Territory,IMN,"Population ages 15-64, total",SP.POP.1564.TO,30443,30095,30268,30545,30754,30931,31257,31791,32366,32899,33405,33850,34220,34577,34947,35360,35836,36382,36994,37652,38370,38902,39160,39379,39512,39562,39938,40767,41727,42659,43545,44207,44579,44884,45238,45624,46155,46892,47683,48460,49244,49949,50525,51090,51682,52301,52948,53558,54126,54652,55127,55195,54748,54210,53723,53218,52883,52822,52850,52897,52949,53136,53283
110,India,Country,IND,"Population ages 15-64, total",SP.POP.1564.TO,250572490,254983160,259461462,264033144,269239453,275095446,281128542,287440562,294131776,301154377,308479482,315989498,323685090,331640545,339752276,348039335,356475048,365254332,374467006,383945578,393699476,403630682,413737921,424166130,434850151,445720916,456823486,468194817,479936444,492063295,504451116,516954044,529565821,542339649,555426168,568890441,582689001,596800684,611160335,625784989,640617507,655697139,670914857,686160442,701561063,716911600,732180068,747505065,762763594,777995638,793438411,809037482,824603950,840060464,854999441,869459756,884115112,898694113,912553718,925771433,938586445,950245567,960804385
111,Not classified,Economic Category,INX,"Population ages 15-64, total",SP.POP.1564.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Ireland,Country,IRL,"Population ages 15-64, total",SP.POP.1564.TO,1633132,1630597,1643895,1659508,1665062,1661110,1662595,1672755,1683632,1695153,1707872,1726744,1755721,1788124,1820712,1852727,1882535,1911066,1943980,1976123,2003242,2031002,2056220,2078538,2099623,2112790,2124618,2134971,2135549,2139005,2157350,2188713,2222789,2254521,2286474,2323663,2367563,2414388,2459420,2504479,2553492,2609285,2666451,2718146,2774986,2847567,2942068,3036843,3088703,3095102,3080449,3063271,3051045,3047390,3058075,3080857,3110739,3141774,3178909,3222077,3254350,3284530,3346995
113,"Iran, Islamic Rep.",Country,IRN,"Population ages 15-64, total",SP.POP.1564.TO,11268938,11491544,11747866,12036090,12390691,12803112,13218122,13625099,14032674,14457919,14914534,15392152,15894181,16433675,17003548,17593867,18157919,18719162,19313847,19928198,20572424,21759358,22952640,23643725,24377077,25132178,25899617,26672115,27435168,28230197,29647417,31186623,32116831,32332248,32628017,33642030,34804652,36186326,37769450,39430433,41162325,42941267,44272423,45550105,47203217,48811929,50340766,51724681,52921528,53938357,54810078,55456569,55967397,56499437,57117527,57861740,58488654,58960922,59397335,59806077,60142828,60503472,60933022
114,Iraq,Country,IRQ,"Population ages 15-64, total",SP.POP.1564.TO,4038385,4121579,4204485,4294353,4391015,4489267,4594864,4715698,4849798,4988469,5120335,5244930,5353421,5447596,5553554,5670965,5806312,5989624,6210527,6434831,6663963,6889049,7109841,7354691,7625149,7854679,8099133,8375336,8622271,8907976,9074821,9221657,9544133,10056842,10590970,10996678,11400229,11805005,12225884,12674906,13149937,13621641,14115677,14605076,15085903,15605017,15792549,15738850,16130343,16807861,17425807,18103209,18987328,19954180,20732966,21389835,22022859,22655700,23326516,24012914,24730459,25453771,26190212
115,Iceland,Country,ISL,"Population ages 15-64, total",SP.POP.1564.TO,100188,101829,103588,105462,107530,109734,112023,114312,116523,118367,119772,121632,124350,127055,129710,132496,134721,136567,138589,140734,142856,145210,147785,150086,152035,153620,155066,157360,160583,162893,164125,166135,168074,169407,170907,172101,173359,175231,177709,180394,183208,185885,187806,189650,192104,196515,203084,209875,214386,214379,212920,212873,213391,214817,216736,218787,222056,228127,235299,240991,244499,247524,252843
116,Israel,Country,ISR,"Population ages 15-64, total",SP.POP.1564.TO,1267585,1310098,1377580,1433213,1495683,1552500,1595375,1669922,1708668,1753262,1807334,1856923,1895970,1964514,2012297,2048028,2082830,2119283,2157396,2209418,2262813,2310757,2357958,2403841,2436966,2484097,2530635,2579802,2629708,2683880,2779983,2966308,3084982,3181689,3278099,3379904,3480986,3579505,3675761,3784134,3896240,3997544,4083292,4160384,4238298,4318656,4401929,4484313,4563986,4668139,4742275,4814219,4881144,4951429,5029304,5108443,5183981,5262154,5348879,5439187,5525096,5613470,5723598
117,Italy,Country,ITA,"Population ages 15-64, total",SP.POP.1564.TO,32869781,33045989,33310686,33607375,33871314,34082042,34244632,34360674,34447405,34513051,34569182,34621413,34717690,34864065,35019034,35203501,35402275,35600015,35809874,36058794,36395980,36780294,37171841,37586542,37971641,38205166,38335343,38472953,38602014,38733903,38855827,39064138,39201752,39161042,39095158,38977750,38847942,38744783,38637019,38513718,38388464,38273154,38184023,38224559,38343139,38356918,38318239,38435856,38648892,38762126,38830477,38780536,38703235,38985081,39180526,39023708,38880651,38770686,38658939,38153861,37904109,37648780,37436702
118,Jamaica,Country,JAM,"Population ages 15-64, total",SP.POP.1564.TO,892346,892857,893434,893676,892448,891124,891136,891109,891730,895154,902550,915028,932405,953212,975466,999084,1022838,1044344,1065520,1088807,1114834,1143334,1173644,1203686,1231765,1257143,1279606,1299736,1318428,1336817,1355697,1375187,1394687,1414522,1435480,1457831,1481566,1506236,1531757,1558300,1585740,1613580,1641530,1669123,1695786,1720532,1744436,1769294,1794758,1820792,1847528,1873473,1898936,1924725,1949132,1968574,1983084,1996305,2008630,2019784,2034219,2049070,2055824
119,Jordan,Country,JOR,"Population ages 15-64, total",SP.POP.1564.TO,424322,442193,459249,476910,497696,524385,558219,598577,642792,686764,727081,762237,793038,821891,850549,879730,909903,942169,977316,1016140,1060649,1111384,1167858,1229463,1294945,1364232,1437912,1516242,1599830,1690647,1804575,1942790,2092210,2246316,2391473,2514458,2610193,2684306,2749022,2813397,2879887,2950494,3026378,3108958,3203973,3306729,3556628,3809585,3925810,4037415,4153580,4287962,4375872,4701845,5324329,5868468,6188817,6373840,6558046,6741098,6921053,7097810,7230556
120,Japan,Country,JPN,"Population ages 15-64, total",SP.POP.1564.TO,60316755,61146392,62378444,63991229,65603572,67000135,68120520,69145271,69992810,70842946,71627272,73097921,73854357,74546419,75214015,75887579,76477143,77044268,77639037,78271107,78966952,79508807,80106499,80959193,81775586,82563185,83314680,84089079,84841583,85559221,86096863,86536705,86848860,87064178,87157513,87135285,87013094,86812362,86622587,86357057,86028257,85671811,85301311,84990460,84562217,84011699,83351772,82682697,81996931,81355870,80939051,80425404,79572883,78399486,77229906,76282461,75621650,75084846,74638081,74267895,73864092,73446995,73138948
121,Kazakhstan,Country,KAZ,"Population ages 15-64, total",SP.POP.1564.TO,5335759,5442752,5594678,5765771,5950567,6144176,6341360,6541051,6745096,6943970,7117988,7265339,7414039,7581123,7758020,7940543,8123578,8307299,8490739,8667490,8842639,9016425,9188031,9358484,9523027,9683062,9876907,10108489,10346301,10227151,10273582,10331390,10316990,10275000,10123478,9923597,9824109,9760633,9699610,9698028,9745185,9812620,9893590,10000544,10132689,10274450,10425864,10580318,10806088,11038762,11193587,11318359,11406329,11475515,11533223,11579534,11619625,11657941,11698416,11743234,11799469,11878977,12222736
122,Kenya,Country,KEN,"Population ages 15-64, total",SP.POP.1564.TO,3725576,3852655,3989156,4135967,4295413,4449815,4595044,4750300,4918424,5098354,5285940,5466512,5647320,5841708,6040901,6241758,6443171,6665343,6915372,7181021,7473259,7787822,8117179,8470101,8839546,9215291,9593605,9976920,10378447,10799544,11240896,11679268,12114919,12561368,13022300,13488613,13951108,14425897,14915278,15446878,16025655,16648251,17290047,17932845,18595887,19260397,19925957,20591639,21272698,21975064,22669400,23356651,24049126,24755047,25471220,26203416,26980523,27788382,28585926,29402826,30268153,31146668,32046684
123,Kyrgyz Republic,Country,KGZ,"Population ages 15-64, total",SP.POP.1564.TO,1198832,1230275,1263230,1299834,1338585,1380359,1428603,1477506,1528076,1576353,1618166,1657661,1699258,1742953,1791365,1840247,1888131,1935504,1982360,2030600,2079897,2130187,2181510,2234165,2283602,2327414,2369469,2410037,2445569,2488135,2526304,2558464,2575993,2558732,2547905,2575143,2622535,2680325,2748623,2822864,2892433,2956425,3021383,3090901,3166252,3238371,3306720,3368194,3426924,3491378,3547634,3592502,3641297,3694683,3745061,3793801,3841446,3886971,3933986,3985939,4038664,4141945,4255513
124,Cambodia,Country,KHM,"Population ages 15-64, total",SP.POP.1564.TO,2937791,2998566,3061746,3128856,3203108,3281937,3359325,3435948,3513369,3592694,3582079,3533249,3558601,3604115,3647255,3567110,3362802,3257365,3253038,3347187,3438845,3517282,3664795,3804601,3922408,4025935,4166423,4328938,4461057,4578922,4710866,4833727,5040679,5308856,5493539,5640129,5817240,6010002,6319971,6645856,6877901,7115410,7358391,7605028,7850711,8094493,8339771,8585443,8821310,9035347,9229566,9406090,9558034,9706910,9861420,10005482,10147460,10289375,10422129,10544941,10674662,10810814,10940260
125,Kiribati,Country,KIR,"Population ages 15-64, total",SP.POP.1564.TO,24510,25038,25615,26250,26955,27701,28112,28154,28179,28539,29221,29888,30560,31268,31761,31990,32166,32290,32412,32954,33891,34833,35754,36624,37441,38234,39039,39844,40636,41420,42182,42795,43253,43696,44223,44855,45637,46590,47627,48729,49942,51212,52593,54102,55609,57050,58558,60175,61776,63400,65030,66503,67780,68983,70103,71158,72159,73078,73946,74866,76033,77436,78885
126,St. Kitts and Nevis,Country,KNA,"Population ages 15-64, total",SP.POP.1564.TO,27521,27199,26658,26010,25293,24511,23653,22743,21797,20821,20393,20722,21218,21655,22022,22325,22565,22745,22861,22897,22984,23193,23394,23504,23537,23515,23453,23360,23219,23027,22805,22852,23357,24036,24709,25372,26024,26665,27298,27928,28559,29164,29706,30203,30675,31116,31509,31837,32113,32352,32574,32894,33244,33512,33747,33924,34020,34034,33983,33870,33720,33595,33539
127,"Korea, Rep.",Country,KOR,"Population ages 15-64, total",SP.POP.1564.TO,13703318,14021102,14326317,14629130,14935087,15257901,15603569,15993077,16441726,16923595,17467416,18002351,18523338,19080800,19689562,20345540,21030266,21715925,22388991,23030800,23649913,24251387,24835196,25444467,26069774,26678038,27306326,27931963,28533093,29111839,29656516,30153809,30632158,31082604,31537234,32033613,32522093,32965176,33290259,33552273,33787596,33985803,34143376,34297010,34429975,34536910,34777751,35027760,35397207,35685703,35953443,36354941,36677793,36917181,37173037,37379210,37525464,37533636,37547256,37519554,37324433,36975274,36623552
128,Kuwait,Country,KWT,"Population ages 15-64, total",SP.POP.1564.TO,184753,203811,224914,247871,272267,297969,323377,348641,375632,403421,430019,457010,486450,517657,551376,589420,635588,688445,743351,798651,851867,905937,963421,1022859,1075548,1125291,1172002,1212640,1256911,1306037,998907,817523,1004085,1053973,1075503,1097213,1136329,1185773,1238517,1293526,1349823,1406381,1462181,1516480,1568942,1641630,1745544,1859930,1975599,2093153,2212613,2372044,2571499,2772210,2857908,2968455,3070398,3120729,3268653,3359191,3272155,3163029,3174078
129,Latin America & Caribbean (excluding high income),Region,LAC,"Population ages 15-64, total",SP.POP.1564.TO,104284619,106897903,109635682,112516317,115565773,118756210,122033087,125409973,128901472,132507492,136233893,140111942,144152014,148323482,152617602,157017615,161507944,166159180,170988542,175927435,180931623,185916079,190895302,195939862,201029473,206151267,211318990,216547629,221856748,227220546,232737660,238371897,244014402,249695797,255432574,261213081,267023372,272904044,278824930,284740168,290617646,296426298,302179993,307864520,313520666,319136479,324660932,330112623,335493671,340845082,346083847,351605241,357041023,362372975,367552022,372558427,377517642,382529850,387598573,392515053,396933922,400818505,404271728
130,Lao PDR,Country,LAO,"Population ages 15-64, total",SP.POP.1564.TO,1175458,1199427,1224882,1250567,1274449,1300609,1330253,1360391,1391360,1423059,1455546,1489070,1523567,1558594,1592658,1622773,1646879,1666276,1684642,1706152,1734092,1769526,1811807,1859123,1909965,1964180,2021511,2081471,2143748,2207793,2272719,2337901,2402997,2467936,2532782,2597839,2663704,2728138,2791500,2856664,2923713,2993122,3065350,3140609,3218742,3308745,3410951,3513831,3614321,3711142,3804527,3895657,3985189,4074552,4164330,4257043,4351881,4444122,4533537,4621574,4709820,4798524,4886857
131,Lebanon,Country,LBN,"Population ages 15-64, total",SP.POP.1564.TO,933949,953162,975479,1000411,1027384,1058698,1095468,1132833,1171888,1213018,1253012,1294986,1339493,1384505,1429346,1470301,1687059,1911719,1773165,1630096,1676311,1723749,1760205,1792291,1833523,1877928,1932506,1988969,2036414,2082053,2124992,2173114,2228533,2283168,2337502,2395604,2457809,2521190,2585661,2652126,2718879,2784594,2843823,2905171,2977309,3050428,3128713,3214519,3291090,3355311,3403018,3450185,3551483,3901286,4313260,4359175,4184093,4008793,3835213,3664342,3557157,3509908,3440173
132,Liberia,Country,LBR,"Population ages 15-64, total",SP.POP.1564.TO,642610,658259,673697,688625,702142,715991,731400,747391,764090,781369,799448,817808,836778,857015,878058,899336,920779,943264,966937,991497,1017134,1043776,1071412,1101248,1135251,1171980,1209209,1247479,1287499,1329365,1175223,1034613,1099709,1147789,1149107,1163203,1199920,1299492,1440395,1522441,1577724,1622079,1661422,1670228,1684911,1756019,1850422,1937992,2015084,2078039,2137560,2239530,2332780,2380377,2430974,2486977,2545489,2602770,2664002,2730590,2806731,2889958,2978473
133,Libya,Country,LBY,"Population ages 15-64, total",SP.POP.1564.TO,768145,790761,814348,837686,859158,871356,872536,871277,871573,874143,879333,887212,901327,935081,988138,1051402,1123912,1203806,1291644,1387893,1491107,1598368,1707487,1817491,1916494,2001101,2079782,2153911,2228551,2307145,2388715,2472796,2559414,2648188,2737926,2825701,2909283,2989454,3067970,3147604,3239672,3344411,3452908,3564643,3677512,3790349,3896827,3997344,4100125,4200872,4296417,4001073,3699940,3791538,3879020,3950332,4021778,4104662,4197572,4288943,4377972,4466931,4553521
134,St. Lucia,Country,LCA,"Population ages 15-64, total",SP.POP.1564.TO,45610,45618,45587,45575,45584,45630,45741,45929,46195,46586,47467,48764,50084,51428,52763,54121,55521,56925,58350,59819,61382,63074,64811,66478,68044,69557,71074,72586,74077,75575,77263,79190,81472,83960,86284,88428,90411,92278,94058,95752,97354,99111,101170,103282,105308,107255,109135,110967,112736,114442,116447,118605,120420,121986,123461,124905,126246,127393,128369,129234,129966,130476,130809
135,Latin America & Caribbean,Region,LCN,"Population ages 15-64, total",SP.POP.1564.TO,117655200,120589573,123661771,126887036,130283701,133827760,137463648,141205199,145074592,149075503,153225987,157562222,162080045,166747689,171550818,176465195,181472681,186643762,192001610,197471093,203011066,208533366,214053580,219640547,225271949,230937382,236655323,242440426,248309200,254232087,260312868,266516815,272737343,279006900,285339907,291720760,298140509,304632015,311159292,317681684,324163495,330579467,336950092,343259426,349542541,355779857,361908461,367942444,373881399,379767763,385524311,391530070,397432844,403219910,408830125,414245624,419525169,424575231,429243275,433737832,438033959,441864399,445521107
136,Least developed countries: UN classification,Economic Category,LDC,"Population ages 15-64, total",SP.POP.1564.TO,132699196,135593837,138587642,141576649,144614354,147826181,151173865,154661468,158314089,162031404,165660197,168846430,172157824,176104464,180314983,184576454,188774377,193103223,197909967,202970146,207471126,211807373,217023319,222934955,229081442,235315538,241605149,248043338,254506872,261152942,267935565,274908380,282836229,291379983,300043346,308777779,317264456,325786909,334920305,344588473,354211694,364009786,374559191,385432029,396235142,407311634,418455804,429273406,440299245,452013680,464339849,477370075,490876634,504765969,519114740,533623212,548728640,564427211,580258033,596417240,613330337,630580368,647636626
137,Low income,Economic Category,LIC,"Population ages 15-64, total",SP.POP.1564.TO,73695983,75373815,77107772,78835758,80587580,82410413,84229872,86069441,88011935,90023092,92102299,94209811,96304945,98551034,101009674,103546880,106109399,108661250,111553988,114619050,117065655,119229547,122069229,125402194,128848211,132329088,135749575,139238465,142714365,146309082,149841256,153486775,157938663,162680790,167461600,172435971,177248644,181946896,186923842,192312331,197707352,203365983,209834513,216649827,223420155,230501431,238212011,246040462,253752399,261717910,269928886,278455840,286811301,294507371,302301758,310685777,320016283,330049414,340613413,351933868,363613085,375311047,387309499
138,Liechtenstein,Country,LIE,"Population ages 15-64, total",SP.POP.1564.TO,10402,10663,10964,11270,11583,11885,12196,12542,12877,13194,13522,13827,14138,14477,14806,15141,15488,15834,16197,16569,16938,17289,17631,18018,18416,18792,19127,19433,19768,20093,20403,20706,20995,21292,21586,21910,22254,22594,22906,23205,23526,23784,23969,24181,24399,24567,24726,24857,24969,25069,25194,25323,25432,25528,25602,25691,25744,25788,25825,25863,25922,25997,26024
139,Sri Lanka,Country,LKA,"Population ages 15-64, total",SP.POP.1564.TO,5286442,5428739,5581943,5741757,5899954,6059136,6225151,6396841,6572786,6751118,6932241,7115733,7301843,7493791,7690309,7886664,8079265,8267608,8454809,8640996,8821964,8996169,9168865,9341973,9515672,9695756,9884135,10080072,10279252,10469410,10655259,10844922,11035359,11232650,11437518,11636714,11824740,11995504,12143310,12279098,12404117,12548060,12713085,12868311,13015289,13155533,13299704,13442994,13577592,13700003,13814694,13932867,14009180,14039031,14063554,14087748,14117896,14148610,14234737,14307585,14381014,14540694,14560801
140,Lower middle income,Economic Category,LMC,"Population ages 15-64, total",SP.POP.1564.TO,503774670,513051253,522659775,532557362,543433707,555328171,567645164,580565721,594147193,608338644,622985126,637531112,652687739,668967346,685745241,703061798,720825141,739254854,758198707,777646697,798454683,820731904,843071179,865006768,887128977,909940089,933555378,957766037,982722394,1008364528,1035176007,1062505200,1089115236,1115651029,1143281917,1172366343,1202504838,1233728376,1266128221,1299169529,1332806556,1366775812,1399761374,1432450688,1466033841,1499607502,1533034259,1566619712,1599865774,1633126468,1667209188,1701220020,1734347491,1767560281,1800650986,1833042091,1865466521,1898160631,1930441297,1962125140,1994258600,2026072894,2052432446
141,Low & middle income,Economic Category,LMY,"Population ages 15-64, total",SP.POP.1564.TO,1254716626,1270249604,1291118894,1314882105,1340113850,1369186597,1401108915,1435222210,1471001402,1507895038,1546774054,1585884670,1625800531,1666712295,1705350939,1742873435,1780720664,1823293035,1874362403,1927198690,1978746654,2031157669,2083800905,2138064497,2194141520,2250705700,2307731897,2364220937,2420538981,2475535211,2529361983,2582235372,2634731800,2686757711,2741109768,2798102509,2857390633,2919624635,2982730419,3045577957,3109202602,3174089469,3240039191,3305492259,3371039868,3437373158,3501090229,3560958920,3619890640,3678148686,3736062853,3793263937,3848531018,3901948607,3953613499,4003734679,4053432893,4102289962,4150459239,4198929321,4247255064,4295565853,4338062124
142,Lesotho,Country,LSO,"Population ages 15-64, total",SP.POP.1564.TO,371947,383558,395882,409425,424646,438929,452058,468896,489508,511476,534584,558665,583591,609254,635542,661833,686708,706773,723629,741078,758906,777165,796041,815671,835983,858046,884467,908308,926257,944035,962268,980967,999834,1018503,1037215,1055695,1072884,1089115,1104182,1117063,1127531,1135396,1141241,1145280,1147044,1148468,1154270,1165610,1179562,1193346,1206870,1221461,1237025,1252899,1268650,1285685,1304623,1324837,1345992,1366963,1387660,1407511,1425562
143,Late-demographic dividend,Economic Category,LTE,"Population ages 15-64, total",SP.POP.1564.TO,620101705,622808348,630499493,640826502,651649153,665411285,681693726,699498417,717931815,736509342,756434287,776516832,796740784,816581232,833230231,847991815,862571176,880955920,906487029,932765006,957060629,981202888,1004861981,1029806720,1055997342,1081891575,1107359235,1131531985,1154819514,1176022819,1193774587,1210924357,1228136096,1244488299,1261760279,1280016368,1299631183,1321233405,1342443627,1362470657,1382308982,1403013629,1424938015,1446410652,1467232391,1488779498,1508036094,1523891236,1538625218,1551846259,1563015341,1572931821,1581780010,1588968446,1594288246,1597691060,1600104899,1601025320,1600804191,1600563050,1599368778,1598785254,1597863767
144,Lithuania,Country,LTU,"Population ages 15-64, total",SP.POP.1564.TO,1762708,1786043,1806877,1827195,1849385,1871861,1894332,1916373,1936652,1953334,1972638,1995972,2018002,2042230,2070538,2101316,2133467,2164713,2193732,2218249,2240777,2267038,2296397,2326159,2353038,2377699,2401874,2424754,2445860,2459476,2461585,2458333,2448021,2430256,2411607,2393053,2375234,2358745,2343901,2331481,2319668,2305770,2293621,2280393,2258778,2226434,2194902,2171963,2151210,2126621,2079598,2029386,1998425,1973098,1949194,1922479,1888698,1852440,1825830,1811934,1802976,1798905,1808854
145,Luxembourg,Country,LUX,"Population ages 15-64, total",SP.POP.1564.TO,213776,214397,215914,217166,218405,219632,220066,219788,219711,220513,221450,223962,227723,231028,234659,238028,240249,241675,242879,244338,246378,248521,250266,252107,253907,255217,256843,258801,260420,262290,264752,267226,269590,271917,274252,276856,279567,282254,285174,288528,292777,296798,299792,303795,308560,313765,319544,325327,332215,339456,346776,356297,366460,375473,384740,394513,404062,414662,422820,431090,437895,443828,451762
146,Latvia,Country,LVA,"Population ages 15-64, total",SP.POP.1564.TO,1427519,1445281,1462367,1481392,1501241,1518090,1528948,1539123,1550837,1560816,1569121,1577616,1588184,1601482,1616753,1631249,1643894,1655859,1666623,1674183,1680565,1689621,1701968,1714873,1727193,1739985,1753739,1768256,1780867,1783899,1775584,1761260,1731171,1693047,1663763,1641498,1625638,1613498,1605221,1600439,1591657,1576847,1563590,1551058,1534937,1518903,1504617,1490919,1472303,1443882,1409997,1378949,1353903,1329552,1306712,1286730,1265689,1245192,1228121,1212103,1196325,1182681,1176188
147,"Macao SAR, China",Territory,MAC,"Population ages 15-64, total",SP.POP.1564.TO,94719,94223,97383,100880,104657,108653,113243,118771,125184,132501,140615,147269,151854,155900,159431,162444,164906,166791,168095,168807,168940,171361,177113,183785,190782,198214,206030,214040,222160,230170,237863,244733,249981,254476,259476,264912,270798,277429,284727,292484,300781,310555,323529,338860,354802,370860,386653,402290,417564,432017,445702,457363,465013,470414,475776,481008,485987,490488,494275,497448,500352,501669,501815
148,St. Martin (French part),Territory,MAF,"Population ages 15-64, total",SP.POP.1564.TO,2112,2166,2229,2298,2379,2491,2638,2809,2927,2989,3060,3131,3205,3284,3373,3506,3679,3859,4047,4248,4465,4694,5540,7165,8983,10849,12750,14665,16586,18515,19631,19741,19663,19587,19519,19463,19411,19366,19334,19450,19841,20366,20881,21376,21854,22317,22770,23236,23715,24201,24507,24408,24073,23717,23453,23316,23172,23000,22616,22146,21795,21428,21344
